[0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0],[45,45,10.3067,45,45,45,45,22.1671,45,45,45,45,27.7423,45,45,45,45,43.3175,45,45,45,45,51.165,45,45,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,55,55,73.8199,55,55,55,55,32.1602,55,55,55,55,89.4991,55,55,55,55,76.3673,55,55,55,55,27.3237,55,55]
[0,0,1,0,0,0,0,4,0,0,0,0,8,0,0,0,1,10,1,0,0,2,10,4,0],[45,45,59.3175,45,45,45,45,14.8583,45,45,45,45,40.5125,45,45,45,38.2858,46.1042,20.8889,45,45,29.889,63.8016,21.8263,45,5,5,4,5,5,5,5,6,5,5,5,5,6,5,5,5,4,4,3,5,5,4,5,5,5,55,55,48.9786,55,55,55,55,25.6799,55,55,55,55,25.9597,55,55,55,85.1077,32.2977,48.2713,55,55,15.3972,20.1909,28.0327,55]
[0,0,1,0,0,0,0,2,0,0,2,1,3,0,0,4,0,2,0,0,0,0,4,0,0],[45,45,68.545,45,45,45,45,31.8732,45,45,36.2055,51.0995,72.3208,45,45,65.4463,45,16.474,45,45,45,45,58.5675,45,45,5,5,3,5,5,5,5,3,5,5,3,6,6,5,5,3,5,4,5,5,5,5,4,5,5,55,55,58.5223,55,55,55,55,21.4901,55,55,15.4961,76.0698,74.4001,55,55,36.4939,55,26.4978,55,55,55,55,46.8965,55,55]
[0,0,1,0,0,0,0,2,0,0,2,2,4,0,0,2,0,1,1,0,2,0,0,0,0],[45,45,35.5089,45,45,45,45,43.3652,45,45,26.9589,57.3211,38.7932,45,45,46.4112,45,49.612,33.4376,45,76.6925,45,45,45,45,5,5,4,5,5,5,5,5,5,5,3,3,4,5,5,5,5,3,4,5,3,5,5,5,5,55,55,67.8424,55,55,55,55,65.704,55,55,75.6415,76.2297,28.487,55,55,88.5284,55,84.9592,34.351,55,58.5885,55,55,55,55]
[0,0,2,0,0,0,0,3,0,0,0,1,1,0,0,1,1,2,0,0,6,0,2,0,0],[45,45,54.4712,45,45,45,45,44.2993,45,45,45,44.2406,41.3928,45,45,10.3377,21.957,34.4492,45,45,17.1465,45,14.1545,45,45,5,5,5,5,5,5,5,5,5,5,5,3,6,5,5,3,6,6,5,5,5,5,3,5,5,55,55,43.4689,55,55,55,55,42.7418,55,55,55,47.181,99.6245,55,55,25.8214,54.8208,12.7322,55,55,20.5117,55,87.7475,55,55]
[0,0,3,0,0,0,0,1,1,2,0,0,1,0,0,0,0,3,0,0,1,4,1,0,0],[45,45,64.8017,45,45,45,45,79.0001,23.3256,52.0361,45,45,53.9839,45,45,45,45,65.8173,45,45,40.3953,62.5867,67.8194,45,45,5,5,5,5,5,5,5,6,6,3,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,55,55,38.0959,55,55,55,55,82.2855,83.3531,48.4997,55,55,73.1839,55,55,55,55,10.7072,55,55,50.0552,25.6855,67.5991,55,55]
[0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0],[45,45,13.912,45,45,45,45,71.4406,45,45,45,45,78.4356,45,45,45,45,30.4574,45,45,45,45,47.6346,45,45,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,55,55,72.2747,55,55,55,55,50.1246,55,55,55,55,60.1279,55,55,55,55,34.0212,55,55,55,55,70.6052,55,55]
[0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,2,2,0,0],[45,45,22.4067,45,45,45,72.009,45,45,45,45,45,44.0503,45,45,45,45,10.1181,45,45,14.764,30.2731,48.0869,45,45,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,6,6,5,5,5,55,55,97.557,55,55,55,64.7018,55,55,55,55,55,64.2663,55,55,55,55,50.1333,55,55,70.1093,39.5022,52.2972,55,55]
[0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8,0,0,0,1,11,0,0],[45,45,16.1664,45,45,45,45,36.1739,45,45,45,45,54.589,45,45,45,45,37.1575,45,45,45,53.2916,27.1481,45,45,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,3,6,5,5,55,55,57.2626,55,55,55,55,76.7839,55,55,55,55,97.5713,55,55,55,55,13.1033,55,55,55,67.17,17.7682,55,55]
[0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,3,0,0,5,3,0],[45,45,30.0572,45,45,45,45,53.4777,45,45,45,45,64.4756,45,45,45,45,60.5634,29.8082,15.6856,45,45,49.8318,71.853,45,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,3,5,55,55,94.0767,55,55,55,55,64.307,55,55,55,55,64.9302,55,55,55,55,33.2463,76.464,29.1171,55,55,27.6562,12.4939,55]
