[0,0,303,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,10.1752,30,30,30,30,16.9526,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,335,0,0,0,0,852,62,0,0,0,722,0,0,0,0,238,0,0,0,0,0,0,0],[30,30,38.1814,30,30,30,30,12.7762,37.1246,30,30,30,27.4357,30,30,30,30,30.631,30,30,30,30,30,30,30,5,5,4,5,5,5,5,6,6,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5]
[0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,43.4543,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,315,0,0,0,0,624,0,0,0,0,178,28,0,0,0,0,0,0,0,0,0,0,0],[30,30,24.5765,30,30,30,30,29.0658,30,30,30,30,26.4532,31.3872,30,30,30,30,30,30,30,30,30,30,30,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5]
[0,0,328,0,0,0,0,437,0,0,0,44,706,0,0,0,243,591,0,0,0,88,104,0,0],[30,30,35.4121,30,30,30,30,29.5996,30,30,30,29.5661,27.9388,30,30,30,16.8326,23.971,30,30,30,43.6143,12.374,30,30,5,5,5,5,5,5,5,5,5,5,5,3,6,5,5,5,6,6,5,5,5,6,3,5,5]
[0,0,341,0,0,0,0,554,100,0,0,83,450,14,0,0,39,489,0,0,0,0,602,254,0],[30,30,41.3153,30,30,30,30,49.4286,17.6146,30,30,21.9225,35.1336,10.0893,30,30,14.206,41.8956,30,30,30,30,43.0397,40.6247,30,5,5,5,5,5,5,5,6,6,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5]
[0,0,303,0,0,0,0,402,0,0,0,0,460,0,0,0,0,408,20,0,0,0,0,0,0],[30,30,12.2354,30,30,30,30,45.1089,30,30,30,30,49.106,30,30,30,30,21.69,11.9066,30,30,30,30,30,30,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5]
[0,0,308,0,0,0,0,488,0,0,0,250,111,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,17.0895,30,30,30,30,49.4197,30,30,30,28.7899,29.4573,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,303,0,0,0,0,392,0,0,0,0,853,483,0,0,0,6,0,0,0,0,0,0,0],[30,30,13.5236,30,30,30,30,24.9565,30,30,30,30,35.4794,12.5315,30,30,30,25.5186,30,30,30,30,30,30,30,5,5,5,5,5,5,5,4,5,5,5,5,5,6,5,5,5,3,5,5,5,5,5,5,5]
[0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,21.4613,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,339,0,0,0,0,408,0,0,0,0,495,0,0,0,0,103,0,0,0,0,0,0,0],[30,30,41.7849,30,30,30,30,10.2454,30,30,30,30,37.7333,30,30,30,30,37.7722,30,30,30,30,30,30,30,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5]
[0,0,313,0,0,0,0,608,0,0,0,0,1663,5,0,0,0,456,20,0,0,0,0,0,0],[30,30,22.0686,30,30,30,30,14.0505,30,30,30,30,21.8864,15.5638,30,30,30,25.5674,16.1898,30,30,30,30,30,30,5,5,4,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,3,5,5,5,5,5,5]
[0,0,303,0,0,0,0,729,92,0,0,0,504,442,41,0,0,0,14,12,0,0,0,0,0],[30,30,11.2726,30,30,30,30,47.2366,41.7019,30,30,30,24.9921,39.4401,47.636,30,30,30,33.2259,24.7102,30,30,30,30,30,5,5,4,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,6,5,5,5,5,5]
[0,0,327,0,0,0,0,378,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,35.1527,30,30,30,30,32.2979,30,30,30,30,10.5985,30,30,30,30,30,30,30,30,30,30,30,30,5,5,6,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,344,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,46.8043,30,30,30,30,42.6754,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,6,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,319,0,0,0,0,611,0,0,0,25,483,260,0,0,55,643,0,0,0,0,81,0,0],[30,30,27.7227,30,30,30,30,31.9212,30,30,30,31.8219,34.0317,38.2253,30,30,47.8112,32.2486,30,30,30,30,48.2568,30,30,5,5,5,5,5,5,5,6,5,5,5,3,5,6,5,5,3,6,5,5,5,5,3,5,5]
[0,0,335,0,0,0,0,381,0,0,0,78,1252,293,0,0,0,677,17,0,0,0,43,1,0],[30,30,38.2748,30,30,30,30,36.5888,30,30,30,28.5738,23.8808,31.423,30,30,30,47.7251,38.5952,30,30,30,34.8542,23.0737,30,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,6,3,5,5,5,4,6,5]
[0,0,321,0,0,0,7,478,0,0,0,269,424,0,0,0,0,2,0,0,0,0,0,0,0],[30,30,29.2518,30,30,30,26.5663,45.6345,30,30,30,39.1405,49.6542,30,30,30,30,34.7755,30,30,30,30,30,30,30,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5]
[0,0,321,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,30.3065,30,30,30,30,42.0804,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,42.0265,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,339,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,41.8266,30,30,30,30,13.4713,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,344,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,46.0026,30,30,30,30,30.5123,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,329,0,0,0,0,864,24,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,35.879,30,30,30,30,19.5028,11.4094,30,30,30,35.3018,30,30,30,30,30,30,30,30,30,30,30,30,5,5,4,5,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,18.3923,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,20.3038,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,313,0,0,0,0,653,52,0,0,0,541,12,0,0,0,630,0,0,0,207,1193,0,0],[30,30,21.9591,30,30,30,30,42.9553,39.5912,30,30,30,18.4658,31.1908,30,30,30,12.7882,30,30,30,29.9115,36.0769,30,30,5,5,5,5,5,5,5,6,5,5,5,5,6,4,5,5,5,5,5,5,5,6,6,5,5]
[0,0,329,0,0,0,0,856,18,0,0,0,639,18,0,0,0,317,0,0,0,0,0,0,0],[30,30,36.3192,30,30,30,30,30.4566,18.982,30,30,30,34.3659,15.3409,30,30,30,18.4653,30,30,30,30,30,30,30,5,5,4,5,5,5,5,6,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5]
[0,0,321,0,0,0,0,601,14,0,0,0,531,0,0,0,0,446,0,0,0,0,316,0,0],[30,30,30.6221,30,30,30,30,45.9763,31.4064,30,30,30,13.8688,30,30,30,30,34.2264,30,30,30,30,23.3077,30,30,5,5,5,5,5,5,5,6,3,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5]
[0,0,341,0,0,0,0,364,0,0,0,0,566,0,0,0,0,168,10,0,0,0,0,0,0],[30,30,43.2616,30,30,30,30,32.0155,30,30,30,30,22.3562,30,30,30,30,49.0195,24.7602,30,30,30,30,30,30,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5]
[0,0,319,0,0,0,0,1277,15,0,0,0,660,68,0,0,0,549,37,0,0,0,552,2,0],[30,30,26.9256,30,30,30,30,30.0897,34.3307,30,30,30,42.2855,41.9266,30,30,30,46.8553,49.3508,30,30,30,30.2733,47.3615,30,5,5,4,5,5,5,5,6,3,5,5,5,5,5,5,5,5,6,3,5,5,5,6,6,5]
[0,0,327,0,0,0,0,588,87,0,0,0,131,56,0,0,0,0,0,0,0,0,0,0,0],[30,30,33.2555,30,30,30,30,46.2291,42.1672,30,30,30,20.0404,23.9992,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,6,6,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,344,0,0,0,0,709,22,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,48.3007,30,30,30,30,28.4836,11.072,30,30,30,40.2745,30,30,30,30,30,30,30,30,30,30,30,30,5,5,4,5,5,5,5,6,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,313,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[30,30,22.5159,30,30,30,30,31.5701,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]
[0,0,327,0,0,0,0,395,0,0,0,36,1137,577,414,0,0,66,19,2,0,0,0,0,0],[30,30,35.153,30,30,30,30,47.7657,30,30,30,26.7412,17.0431,27.4025,22.5364,30,30,35.8163,27.3929,13.6189,30,30,30,30,30,5,5,5,5,5,5,5,4,5,5,5,3,6,6,6,5,5,4,3,4,5,5,5,5,5]
[0,0,303,0,0,0,0,396,0,0,0,0,394,0,0,0,0,44,0,0,0,0,0,0,0],[30,30,11.1127,30,30,30,30,32.951,30,30,30,30,13.8723,30,30,30,30,39.1453,30,30,30,30,30,30,30,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5]
